1_1'57''83_FLANDRIN-THONIEL Igor_Aunis A. La Rochelle Aytre_17_N-A_M35M/79_IR2_864_2018_800
1_2'01''45_GOMEZ Joel_Plm Conflans_78_I-F_M40M/72_IR4_734_2014_800
2_1'58''29_ESSAID Hamid_Entente Angevine Athletisme_49_P-L_M35M/79_IR2_852_2018_800
3_2'01''30_BESSEGHIER Mohammed_Afa Feyzin-venissieux_69_ARA_M35M/82_IR4_776_2018_800
4_2'02''41_HASSANI Abassi_Ea Cergy Pontoise Athletisme _95_I-F_M35M/82_IR4_748_2018_800
5_2'04''00_JEBARI Khelifa_Amsl Frejus Athletisme_83_PCA_M35M/80_R1_710_2018_800
6_2'06''11_ETCHART Kayet_Pba - S/l Aviron Bayonne_64_N-A_M35M/81_R2_661_2018_800
7_2'10''78_PICARD Fabien_Rcn - S/l Rcn Vertou_44_P-L_M35M/80_R4_559_2018_800
8_2'14''26_GUIRADO Christophe_Eac - S/l Ac Cesson_35_BRE_M35M/78_R6_488_2018_800
1_1'59''07_APATOUT Olivier_Athletic Club De Sainte Anne_971_GUA_M40M/77_IR3_832_2018_800
2_2'01''68_MICHAUD Stephane_Club Athletique Du Roannais_42_ARA_M40M/76_IR4_766_2018_800
3_2'01''72_ABDELKADER Yann_Ac Paris-joinville_94_I-F_M40M/77_IR4_765_2018_800
4_2'02''18_MARC Sebastien_Eag 38 - S/l Grenoble Uc_38_ARA_M40M/75_IR4_754_2018_800
5_2'02''69_FARID Rachid_Ea St Quentin En Yvelines_78_I-F_M40M/76_IR4_742_2018_800
6_2'11''16_GFELLER Samuel_Troyes Omnisports_10_G-E_M40M/77_R5_551_2018_800
7_2'12''81_CRESPEL Denis_Ua Canton De Savenay_44_P-L_M40M/76_R5_517_2018_800
8_2'13''28_DAROURI Rachid_Sc Chateaurenard_13_PCA_M40M/75_R5_507_2018_800
9_2'15''76_GOURHAND Hugo_Carquefou Ac_44_P-L_M40M/74_R6_459_2018_800
1_2'05''04_RINCE Mickael_Nma - S/l Ac La Chapelle/erdre_44_P-L_M45M/72_R2_686_2018_800
2_2'05''10_GOMEZ Joel_Plm Conflans_78_I-F_M45M/72_R2_684_2018_800
3_2'06''54_LECIGNE Sylvain_Avenir Social De Sin Le Noble_59_H-F_M45M/72_R2_651_2018_800
4_2'08''23_DREWITZ Pascal_Nice Cote D'azur Athletisme _6_PCA_M45M/70_R3_613_2018_800
5_2'08''91_SOUSSEING Bruno_Les Aigles Abymes_971_GUA_M45M/72_R3_599_2018_800
6_2'14''32_LE LURON Stephane_Livry Gargan Athletisme_93_I-F_M45M/68_R6_487_2018_800
7_2'14''76_CARAYON Frederic_Ca Beglais_33_N-A_M45M/69_R6_478_2018_800
8_2'15''28_RABOT Laurent_Vineuil Sports_41_CEN_M45M/72_R6_468_2018_800
9_2'15''56_GUILLON Regis_Nma - S/l Ac La Chapelle/erdre_44_P-L_M45M/72_R6_463_2018_800
1_2'14''09_DUSSAUCY Tristan_Es Thaon_88_G-E_M50M/67_R6_491_2018_800
2_2'14''72_LEFAY Xavier_Athletic Trois Tours_37_CEN_M50M/63_R6_479_2018_800
3_2'15''64_SAUVETRE Jean-Paul_Caps - S/l Vihiers_49_P-L_M50M/66_R6_461_2018_800
4_2'16''32_MONTOUT Fred_Livry Gargan Athletisme_93_I-F_M50M/66_R6_448_2018_800
5_2'17''23_DECRAMER Herve_Ca Balma_31_OCC_M50M/67_D1_431_2018_800
6_2'18''74_DURAND Alain_Ma2m - S/l Saint-mathieu Athle_34_OCC_M50M/63_D1_404_2018_800
1_4'02''67_FLANDRIN-THONIEL Igor_Aunis A. La Rochelle Aytre_17_N-A_M35M/79_IR2_862_2018_1500
2_4'04''79_ESSAID Hamid_Entente Angevine Athletisme_49_P-L_M35M/79_IR3_837_2018_1500
3_4'15''48_JEBARI Khelifa_Amsl Frejus Athletisme_83_PCA_M35M/80_R1_715_2018_1500
4_4'16''10_HASSANI Abassi_Ea Cergy Pontoise Athletisme _95_I-F_M35M/82_R1_708_2018_1500
5_4'19''27_COQUERIE Mickael_Es Segre Haut Anjou _49_P-L_M35M/81_R2_674_2018_1500
6_4'21''07_SELLIN Loic_Al Porterie Ac_44_P-L_M35M/78_R2_655_2018_1500
7_4'23''44_ETCHART Kayet_Pba - S/l Aviron Bayonne_64_N-A_M35M/81_R2_630_2018_1500
