1_2'01''45_GOMEZ Joel_Plm Conflans_78_I-F_M40M/72_IR4_734_2014_800
2_2'02''26_PAILLOT Emmanuel_Dole Ac_39_F-C_M40M/72_IR4_715_2014_800
3_2'04''07_RINCE Mickael_Nma - S/l Ac La Chapelle/erdre_44_P-L_M40M/72_R1_674_2014_800
4_2'07''80_BARANGER Julien_Eac - S/l Ac Cesson_35_BRE_M40M/72_R3_593_2014_800
5_2'08''33_NABILI Brahim_Chassieu Athletisme_69_R-A_M40M/72_R3_581_2014_800
6_2'09''58_NIVET Christophe_Grac - S/l Ac Nouzonville_8_CHA_M40M/71_R4_556_2014_800
7_2'09''87_VILLEFAYOT Herve_Athletic Trois Tours_37_CEN_M40M/72_R4_550_2014_800
8_2'09''97_GUILLON Regis_Nma - S/l Ac La Chapelle/erdre_44_P-L_M40M/72_R4_548_2014_800
9_2'10''24_MAUGE Regis_R2ma - S/l Asptt Rouen_76_H-N_M40M/74_R4_542_2014_800
10_2'10''50_SACK Christophe_A.s.a. - S/l Asa - Belley_73_R-A_M40M/70_R4_537_2014_800
11_2'11''26_GERARD Bruno_NANTES METROPOLE ATHLETISME_44_P-L_VEM/70_R5_522_2014_800
12_2'11''65_DALLIER Philippe_Athletic Trois Tours_37_CEN_M40M/71_R5_514_2014_800
13_2'12''20_SALAUN Michael_Cs Bourgoin-jallieu _38_R-A_M40M/72_R5_503_2014_800
14_2'12''50_BEN AYED Hatem_Asad - S/l Union Montelimar S_7_R-A_M40M/71_R5_498_2014_800
1_2'02''63_HAEMMERER Bruno_Efs Reims A. _51_CHA_M45M/68_IR4_707_2014_800
2_2'03''66_LEGRAND Jean-Michel_Lyon Athletisme_69_R-A_M45M/69_R1_683_2014_800
3_2'04''11_CHAUNIER Patrick_Acvs - S/l Ea Villefranche_69_R-A_M45M/67_R1_673_2014_800
4_2'04''57_SANCHEZ Manuel_Ac Digne_4_PRO_M45M/68_R1_663_2014_800
