1_1'57''85_FLANDRIN-THONIEL Igor_Aunis A. La Rochelle Aytre_17_N-A_M35M/79_IR2_863_2019_800
1_1'57''85_FLANDRIN-THONIEL Igor_Aunis A. La Rochelle Aytre_17_N-A_M35M/79_IR2_863_2019_800
2_1'58''16_NATTES Jeremie_Ea Pays De Broceliande_35_BRE_M35M/83_IR2_855_2019_800
3_1'58''93_HASSANI Abassi_Ea Cergy Pontoise Athletisme _95_I-F_M35M/82_IR2_835_2019_800
4_1'59''70_MERLE Sylvain_R2ma - S/l Asptt Rouen_76_NOR_M35M/82_IR3_816_2019_800
5_1'59''90_HERGAULT Jerome_Eamh - S/l U.s.o Mondeville_14_NOR_M35M/82_IR3_811_2019_800
1_2'00''66_APATOUT Olivier_Athletic Club De Sainte Anne_971_GUA_M40M/77_IR3_791_2019_800
2_2'03''10_FARID Rachid_Solon Athletic Academy_94_I-F_M40M/76_R1_732_2019_800
3_2'04''45_ZIMMERMANN Eric_Eoa - S/l Vga Compiegne_60_H-F_M40M/77_R1_700_2019_800
4_2'04''58_VALLEE Teddy_As Monaco_6_PCA_M40M/78_R1_696_2019_800
5_2'05''24_RENAUT Steven_Cpb Rennes_35_BRE_M40M/78_R2_681_2019_800
6_2'05''52_ABDELKADER Yann_Ac Paris-joinville_94_I-F_M40M/77_R2_675_2019_800
7_2'08''74_ENJOLRAS Franck_Ea St Quentin En Yvelines_78_I-F_M40M/75_R3_602_2019_800
8_2'10''02_SIVIEROU Arnaud_Oc Chateaudun Bonneval A._28_CEN_M40M/75_R4_575_2019_800
1_2'01''43_GOMEZ Joel_Gps A - S/l Plm Conflans_78_I-F_M45M/72_IR4_772_2019_800
2_2'04''47_RINCE Mickael_Nma - S/l Ac La Chapelle/erdre_44_P-L_M45M/72_R1_699_2019_800
3_2'05''85_GENTEUIL Bruno_Clermont - S/l As Montferran_63_ARA_M45M/70_R2_667_2019_800
4_2'06''37_VIDAL Renaud_Decines Meyzieu Athletisme_69_ARA_M45M/73_R2_655_2019_800
5_2'07''20_DREWITZ Pascal_Nice Cote D'azur Athletisme _6_PCA_M45M/70_R3_636_2019_800
_________
1_2'12''84_CHEREAU Emmanuel_Vineuil Sports_41_CEN_M50M/68_R5_516_2019_800
2_2'14''51_TARIKET Mustapha_Ac Miramas_13_PCA_M50M/65_R6_483_2019_800
3_2'14''81_DUPONT Eric_Clermontaa - S/l As Montferran_63_ARA_M50M/67_R6_477_2019_800
4_2'15''05_CARAYON Frederic_Ca Beglais_33_N-A_M50M/69_R6_472_2019_800
5_2'15''77_SAHEB Otmane_Athletic Brunoy Club_91_I-F_M50M/67_R6_459_2019_800
6_2'15''86_EL FAKHAR Mohamed_Efcvo - S/l Franconville Athle_95_I-F_M50M/67_R6_457_2019_800
7_2'16''05_DECRAMER Herve_Ca Balma_31_OCC_M50M/67_R6_453_2019_800
8_2'16''41_SEKIOU Rachid_As Monaco_6_PCA_M50M/68_R6_447_2019_800
_________
1_4'10''77_NATTES Jeremie_Ea Pays De Broceliande_35_BRE_M35M/83_IR4_768_2019_1500
2_4'11''22_FLANDRIN-THONIEL Igor_Aunis A. La Rochelle Aytre_17_N-A_M35M/79_IR4_762_2019_1500
3_4'13''93_BOURGEAIS Frederic_Nma - S/l Stade Nantais Ac_44_P-L_M35M/83_IR4_732_2019_1500
4_4'18''41_FABRE Remy_Gresiathle_38_ARA_M35M/80_R1_683_2019_1500
5_4'19''49_COQUERIE Mickael_Es Segre Haut Anjou _49_P-L_M35M/81_R2_672_2019_1500
6_4'24''39_BERTRAND Sebastien_Dsa - S/l Fechain Athletique C_59_H-F_M35M/82_R3_621_2019_1500
7_4'24''99_ABOUSITRE Ahmed_Athle Halluin-val-de-lys_59_H-F_M35M/83_R3_615_2019_1500
8_4'33''43_BAAZIZ Jamal_As Monaco_6_PCA_M35M/83_R4_532_2019_1500
_________
1_4'20''23_WAROQUIER Paul_Eaa - S/l La Foulee D'annemass_74_ARA_M40M/76_R2_664_2019_1500
2_4'22''72_BUSSEUIL Arnaud_Elan 91 - S/l Us Palaiseau_91_I-F_M40M/76_R2_638_2019_1500
3_4'23''15_ENJOLRAS Franck_Ea St Quentin En Yvelines_78_I-F_M40M/75_R2_633_2019_1500
4_4'25''26_ABDELKADER Yann_Ac Paris-joinville_94_I-F_M40M/77_R3_612_2019_1500
5_4'30''93_TREMBLAY Frederic_Ca Du Pays Saumurois _49_P-L_M40M/78_R4_556_2019_1500
6_4'38''11_RAHILI Mohamed_Athle Halluin-val-de-lys_59_H-F_M40M/78_R5_488_2019_1500
7_4'45''26_GRYSON Arnaud_Hem Athletic Club_59_H-F_M40M/78_D1_426_2019_1500
_________2019_1500
